StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,consent_agree,consent_age,Q91,1A_1,1B_1,2A_1,2B_1,3A_1,3B_1,4A_1,4B_1,5A_1,5B_1,6A_1,6B_1,7A_1,7B_1,8A_1,8B_1,9A_1,9B_1,10A_1,10B_1,11A_1,11B_1,12A_1,12B_1,13A_1,13B_1,14A_1,14B_1,15A_1,15B_1,16A_1,16B_1,17A_1,17B_1,18A_1,18B_1,slider_attn_check_1,slider_attn_check_2_1,speed,manage,age_og,gender_og,income_og,education_og,atten_check2,race_og,hispanic_og,state_og,urbancity,partyid_og,registered,vote_2020,pew_bornagain,pres_approve_nonbin,FL_5_DO,FL_10_DO,FL_11_DO,FL_12_DO,FL_13_DO,FL_14_DO,FL_15_DO,FL_16_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,I have read the above and agree to participate in this survey.,I am age 18 or over.,Please enter your Connect ID,"What is the likelihood that in the next decade or two advanced AI will lead to monopolies or concentration of power in a small number of companies? For example, a small number of companies might become so valuable from advanced AI that they have extreme influence on markets, the economy, or the government.",How impactful do you think that monopolies or the centralization of economic power from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI causes a major disruption of the economy, destabilizing labor markets? For example, advanced AI might make many skills obsolete, forcing some people to learn new skills to keep their jobs, and resulting in significant job losses for others.",How impactful do you think the disruption of the economy by advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI leads to a global financial meltdown? For example, this might mean that automated decision making systems, such as in algorithmic trading systems with too much power and insufficient oversight, could result in a stock market crash.",How impactful do you think financial problems caused by advanced AI might be for society?,"What is the likelihood that in the next decade or two biases embedded in advanced AI tools might lead to significant increases in discrimination and social or income inequality? For example, biases in advanced AI might increase disparities in hiring and wage determination, credit scoring, mortgage and rental application decisions, assessment of job performance, criminal sentencing and policing, school admissions decisions and personalized learning systems, or decisions in healthcare diagnosis and treatment.",How impactful do you think increases in social or income inequality from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technologies cause a decrease in personal privacy protections? For example, advanced AI might make surveillance more common and more acceptable for preventing crime, or, it might increase the demand for value of training data for AI models tremendously, resulting in a loosening of privacy protections.",How impactful do you think risks to privacy protections from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI results in extreme income inequality? For example, this might happen if advanced AI driven productivity gains generate tremendous new wealth, overwhelmingly benefiting those who are already very wealthy, while those with few or no investments see little or no benefits.",How impactful do you think severe income inequality from advanced AI might be for society?,What is the likelihood that in the next decade or two terrorists use advanced AI to create a deadly biological weapon or chemical weapon that is used at least once against a large number of civilians in a major terrorist attack?,How impactful do you think terrorist attacks with deadly biological or chemical weapons developed with advanced AI might be for society?,"What is the likelihood that in the next decade or two terrorists use advanced AI to create autonomous AI weapons for use in attacking civilians? For example, terrorists might use advanced AI to evade authorities and create cyberweapons and autonomous drones that could carry out attacks on critical infrastructure, such as hydroelectric dams or nuclear power plants, or on large civilian targets like airports or sporting arenas.",How impactful do you think terrorist attacks from advanced AI weapons might be for society?,"What is the likelihood in the next decade or two there are major cyber attacks on civilian targets enabled by advanced AI? For example, advanced AI might infiltrate and reprogram computer systems, like power grids or military computer systems, to execute destructive plans.",How impactful do you think cyber attacks from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technology leads to society’s collective inability to determine what information is true or reliable? For example, this might happen if people over-rely on AI systems and blindly trust their outputs even if the output is wrong (e.g., fake news, generative AI like ChatGPT hallucinating or making things up).",How impactful do you think a gradual distortion of knowledge might be for society?,"What is the likelihood that in the next decade or two an advanced AI system relied upon for public safety, such as disease detection, self-driving vehicles, or disaster warning systems, malfunctions and results in a significant loss of life?",How impactful do you think the failure of safety critical advanced AI systems might be for society?,What is the likelihood that in the next decade or two an advanced AI arms race between the United States and China leads to a direct military conflict between the two countries’ armed forces?,How impactful do you think an AI arms race inspired conflict between the US and China might be for society?,"What is the likelihood that in the next decade or two one or more countries develop a strategic advantage in AI giving rise to a global power imbalance that favors authoritarianism? For example, this might happen if one or more authoritarian governments create radically advanced AI before other countries or disproportionately to other countries, giving them some sort of strategic advantage and allowing them to enforce their values amongst the rest of the world.",How impactful do you think losing an AI race might be for society?,"What is the likelihood that in the next decade or two an adversary uses advanced AI to engage in information warfare to destabilize an adversary? For example, this might involve a sustained effort to provide very persuasive and convincing misinformation, like deep fakes, generated by advanced AI with the longer-term goal of destabilizing society, or, a similar use of persuasive advanced AI technology in order to influence the outcome of one or more federal elections.",How impactful do you think a successful information warfare campaign by an adversary might be for affected members of society?,"What is the likelihood that in the next decade or two the computational resources required to support training, operation, and data storage for AI models consume enough energy that the resulting carbon emissions destabilize the global climate above and beyond the current median projections?",How impactful do you think this risk that increased climate volatility might be for society?,"What is the likelihood that in the next decade or two radically advanced AI overtakes existing global governments and implements a form of government that is not acceptable to the majority of humanity? For example, a society run by advanced AI might entail constant surveillance and no privacy, extreme poverty, a prohibition of religion or other critical liberties, or other restrictions causing widespread suffering or injustice.",How impactful do you think an advanced AI dystopia might be for society?,"What is the likelihood that in the next decade or two advanced AI will cause the collapse of human civilization resulting in global anarchy? For example, this might happen if AI automates systems like those for food production and distribution and we eventually lose control of our food supply resulting in mass famine; in this or other similar scenarios AI could lead to the deaths of so many people that governments cannot be sustained.",How impactful do you think civilization collapse might be for society?,What is the likelihood that in the next decade or two AI leads to human extinction?,How impactful do you think human extinction might be for society?,In this question we would like you to move the slider to the number sixty. This helps us to confirm that people taking the survey are reading the questions.,For this slider please move the slider to around where the word minor is on the scale.,"In your opinion, what should we do about risks from advanced AI?","In your opinion, who should manage risks from advanced AI?",What is your current age in years?,What is your gender?,What is your family income per year? (please provide pre-tax income),What is the highest level of education you have completed?,Which of the following would you be most surprised to find in the sea or ocean?,Which of the following best matches your racial identity?,"Do you consider yourself to be of Hispanic, Latino, or Spanish origin?",In which US State or District do you currently live?,How would you describe the place where you live?,"Generally speaking, do you think of yourself as a ...?",Are you registered to vote in US elections?,What was your vote in the 2020 Presidential election?,"Would you describe yourself as a ""born-again"" or evangelical Christian, or not?",Do you approve or disapprove of the way Joe Biden is handling his job as President?,FL_5 - Block Randomizer - Display Order,FL_10 - Block Randomizer - Display Order,FL_11 - Block Randomizer - Display Order,FL_12 - Block Randomizer - Display Order,FL_13 - Block Randomizer - Display Order,FL_14 - Block Randomizer - Display Order,FL_15 - Block Randomizer - Display Order,FL_16 - Block Randomizer - Display Order
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""Q_RelevantIDLastStartDate"",""timeZone"":""UTC""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID118_TEXT""}","{""ImportId"":""QID2_1""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID60_1""}","{""ImportId"":""QID61_1""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID63_1""}","{""ImportId"":""QID64_1""}","{""ImportId"":""QID65_1""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID67_1""}","{""ImportId"":""QID68_1""}","{""ImportId"":""QID69_1""}","{""ImportId"":""QID70_1""}","{""ImportId"":""QID71_1""}","{""ImportId"":""QID72_1""}","{""ImportId"":""QID73_1""}","{""ImportId"":""QID74_1""}","{""ImportId"":""QID75_1""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID77_1""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID80_1""}","{""ImportId"":""QID81_1""}","{""ImportId"":""QID82_1""}","{""ImportId"":""QID83_1""}","{""ImportId"":""QID84_1""}","{""ImportId"":""QID85_1""}","{""ImportId"":""QID86_1""}","{""ImportId"":""QID87_1""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID89_1""}","{""ImportId"":""QID90_1""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID92_1""}","{""ImportId"":""QID93_1""}","{""ImportId"":""QID116_1""}","{""ImportId"":""QID117_1""}","{""ImportId"":""QID38""}","{""ImportId"":""QID59""}","{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID100""}","{""ImportId"":""QID41""}","{""ImportId"":""QID55""}","{""ImportId"":""QID107""}","{""ImportId"":""QID108""}","{""ImportId"":""QID109""}","{""ImportId"":""QID110""}","{""ImportId"":""QID102""}","{""ImportId"":""QID101""}","{""ImportId"":""QID114""}","{""ImportId"":""QID111""}","{""ImportId"":""QID104""}","{""ImportId"":""FL_5_DO""}","{""ImportId"":""FL_10_DO""}","{""ImportId"":""FL_11_DO""}","{""ImportId"":""FL_12_DO""}","{""ImportId"":""FL_13_DO""}","{""ImportId"":""FL_14_DO""}","{""ImportId"":""FL_15_DO""}","{""ImportId"":""FL_16_DO""}"
2023-10-27 19:14:47,2023-10-27 19:17:48,IP Address,108.91.163.216,100,181,True,2023-10-27 19:17:49,R_2PwoYu17vf5LyZc,,,,,30.7726,-88.084,anonymous,EN,0.8999999761581421,,0,5,,Yes,Yes,BB6CC7E39FE141A98BE52FDA214419E2,10,50,9,50,9,50,10,51,9,51,9,49,11,52,9,50,9,47,10,49,10,51,9,50,10,49,9,48,10,49,10,48,8,46,1,3,60,26,We should slow down the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,35,Man,"Between $20,000 and $49,999","Some college, no degree",Tiger,Black or African American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Alabama,Suburb,Independent,"Yes, I am registered to vote",Joe Biden,No,Don't know / No opinion,FL_11|FL_13|FL_12|FL_15|FL_14|FL_10|FL_16,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 19:14:23,2023-10-27 19:18:00,IP Address,172.58.231.162,100,216,True,2023-10-27 19:18:00,R_3gMCxWe7y24FDXS,,,,,40.6372,-73.9037,anonymous,EN,0.8999999761581421,,0,40,,Yes,Yes,E4400F1D56A447E6805958D33387FE19,75,62,20,13,8,12,22,29,89,27,10,41,18,50,14,52,11,29,41,23,48,23,50,51,38,29,100,71,30,9,15,77,0,100,0,100,60,26,We should accelerate the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,41,Man,"Under $20,000",Graduated from high school (Diploma/GED or equivalent),Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",New York,City,Republican,"Yes, I am registered to vote",Donald Trump,No,Somewhat disapprove,FL_14|FL_12|FL_10|FL_13|FL_15|FL_16|FL_11,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 19:14:12,2023-10-27 19:19:18,IP Address,67.166.202.207,100,305,True,2023-10-27 19:19:18,R_siiybyYeo2qc79T,,,,,34.2503,-85.1443,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,FE7A16F2F9974FBA980A7CA2C522F913,80,73,9,96,49,72,10,52,61,28,10,50,3,73,49,52,80,74,43,27,49,49,60,98,49,74,88,70,51,49,80,49,48,74,47,99,59,26,We should maintain the current rate of AI progress.,National governments should manage the majority of risks.,45,Man,"Between $20,000 and $49,999",Completed associate’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Georgia,Town,Republican,"Yes, I am registered to vote",Donald Trump,No,Somewhat disapprove,FL_16|FL_11|FL_10|FL_14|FL_12|FL_15|FL_13,1- Monopolies&CentralizationofPower|2-EconomicInstability|3-FinancialMeltdown,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 19:13:44,2023-10-27 19:19:48,IP Address,128.227.43.163,100,363,True,2023-10-27 19:19:49,R_3gR6C6y2bJOjyCl,,,,,29.6138,-82.386,anonymous,EN,1,,0,0,,Yes,Yes,D8678531C5AD4C01AE83CD24ADC77260,50,26,100,50,68,74,100,73,74,37,94,71,12,93,54,82,33,88,100,61,93,77,9,100,70,86,100,49,68,96,6,100,0,100,0,100,60,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",28,Man,"Between $150,000 and $199,999",Completed bachelor’s degree,Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Florida,Suburb,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat disapprove,FL_14|FL_11|FL_13|FL_10|FL_15|FL_12|FL_16,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,8-TerroristAIWeaponsAttack|9-CyberAttacks|7-TerroristWMDAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 19:17:20,2023-10-27 19:20:23,IP Address,73.115.146.243,100,183,True,2023-10-27 19:20:24,R_RQRwjc4bCEpz6AV,,,,,29.6876,-95.4049,anonymous,EN,1,,0,0,,Yes,Yes,DF5E6DF781444634BFCFB953677B38F2,45,82,50,43,55,43,62,46,8,68,43,59,66,95,46,88,67,46,30,54,34,77,45,88,13,57,42,76,45,78,50,55,35,84,8,54,69,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",30,Man,"Between $100,000 and $149,999",Completed master’s degree,Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Texas,Suburb,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat disapprove,FL_15|FL_16|FL_14|FL_10|FL_12|FL_13|FL_11,1- Monopolies&CentralizationofPower|2-EconomicInstability|3-FinancialMeltdown,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,16-Dystopia|17-CivilizationalCollapse|18-Extinction
2023-10-27 19:14:32,2023-10-27 19:20:38,IP Address,172.89.190.85,100,365,True,2023-10-27 19:20:39,R_sp4JsIZdhUL9dZv,,,,,34.1712,-118.5186,anonymous,EN,1,,0,0,,Yes,Yes,03DE8461A90E4AE08F72F2258BBA7832,10,59,4,36,10,65,71,65,88,50,62,69,68,92,88,91,8,60,93,76,96,68,9,72,26,86,90,65,7,28,26,72,0,100,0,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",39,Woman,"Between $50,000 and $79,999",Completed bachelor’s degree,Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",California,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat disapprove,FL_10|FL_15|FL_12|FL_14|FL_16|FL_13|FL_11,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,6-ExtremeIncomeInequality|4-Bias&Discrimination|5-Privacy,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,17-CivilizationalCollapse|16-Dystopia|18-Extinction
2023-10-27 19:14:54,2023-10-27 19:20:47,IP Address,99.98.141.76,100,353,True,2023-10-27 19:20:48,R_QogCuqfSsSVCFtT,,,,,26.3594,-80.0771,anonymous,EN,1,,0,0,,Yes,Yes,91DA96811283489085063DBB1A99D6CA,83,73,79,89,84,94,34,50,95,62,6,13,78,72,79,83,88,97,95,84,90,99,69,90,100,100,100,82,75,99,5,12,4,13,5,6,60,26,We should slow down the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,22,Man,"Under $20,000",Graduated from high school (Diploma/GED or equivalent),Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Florida,Suburb,Independent,"Yes, I am registered to vote",Joe Biden,No,Somewhat disapprove,FL_11|FL_14|FL_13|FL_10|FL_15|FL_12|FL_16,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 19:14:48,2023-10-27 19:20:52,IP Address,163.116.147.34,100,364,True,2023-10-27 19:20:53,R_2rGA5CAngOcXHeN,,,,,39.7388,-104.9868,anonymous,EN,0.800000011920929,,0,75,,Yes,Yes,A247620E78444DE4885DEBEC395C965D,60,51,86,71,79,60,17,25,90,75,37,34,36,72,99,63,92,89,95,60,51,38,6,84,61,51,97,72,56,45,11,94,8,74,7,86,60,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",38,Woman,"$200,000 or more",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Nebraska,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_11|FL_12|FL_16|FL_15|FL_14|FL_13|FL_10,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,4-Bias&Discrimination|5-Privacy|6-ExtremeIncomeInequality,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 19:14:27,2023-10-27 19:21:01,IP Address,63.155.21.59,100,393,True,2023-10-27 19:21:02,R_1mLvHAsHI1o0DZ6,,,,,44.0683,-123.0763,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,4E5135AA0B6A46E780E548BF4338324F,100,77,100,100,75,63,100,73,100,61,100,100,81,84,97,100,95,99,100,100,100,78,85,97,95,100,100,86,100,100,97,100,93,100,93,100,60,27,We should take an indefinite pause on AI progress.,National governments should manage the majority of risks.,59,Woman,"Under $20,000",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Oregon,Town,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_13|FL_10|FL_16|FL_14|FL_15|FL_12|FL_11,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,6-ExtremeIncomeInequality|4-Bias&Discrimination|5-Privacy,8-TerroristAIWeaponsAttack|9-CyberAttacks|7-TerroristWMDAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 19:14:39,2023-10-27 19:21:20,IP Address,24.30.38.199,100,401,True,2023-10-27 19:21:20,R_1Kw3AYvngPmjKY7,,,,,33.8574,-84.013,anonymous,EN,1,,0,0,,Yes,Yes,2C1FAB16527D44AE9D8E424932793470,88,88,69,76,35,82,50,51,70,73,79,85,31,72,33,82,38,81,50,73,34,72,50,76,71,77,80,70,25,66,4,100,10,100,6,100,60,27,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",61,Woman,"Between $20,000 and $49,999",Completed master’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Georgia,Suburb,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_11|FL_16|FL_13|FL_12|FL_10|FL_15|FL_14,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 19:15:12,2023-10-27 19:21:21,IP Address,167.224.254.155,100,369,True,2023-10-27 19:21:22,R_ag9zRfVyvNJ9jRT,,,,,36.0557,-94.1567,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,8DC080A040B84F1785381C6A8F9684D4,50,73,86,71,21,100,49,51,51,72,50,76,50,100,51,100,50,100,89,78,23,77,13,100,29,98,48,65,49,73,9,86,11,99,8,99,60,25,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",60,Woman,"Between $50,000 and $79,999",Completed master’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Arkansas,Suburb,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_16|FL_12|FL_11|FL_15|FL_10|FL_13|FL_14,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|5-Privacy|6-ExtremeIncomeInequality,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 19:14:15,2023-10-27 19:21:43,IP Address,73.52.25.176,100,447,True,2023-10-27 19:21:43,R_1NspJa2J3bMh2PH,,,,,40.7957,-77.8618,anonymous,EN,0.800000011920929,,0,0,,Yes,Yes,919FE9C8241B4D9384F98DCD217F87A7,58,51,29,50,20,50,49,50,78,52,49,49,7,72,30,49,29,68,59,50,9,49,5,73,19,50,79,37,89,72,2,100,3,99,1,100,59,26,We should slow down the rate of AI progress.,National governments should manage the majority of risks.,68,Man,"Between $20,000 and $49,999",Completed doctorate degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Pennsylvania,Town,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_14|FL_13|FL_15|FL_12|FL_10|FL_16|FL_11,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|16-Dystopia|18-Extinction
2023-10-27 19:14:07,2023-10-27 19:21:56,IP Address,136.26.14.100,100,469,True,2023-10-27 19:21:57,R_4UUSH8nRFHebINb,,,,,32.7203,-117.1552,anonymous,EN,1,,0,0,,Yes,Yes,9F3175CEB8D94217801BA4C3A376393F,23,26,25,25,10,9,25,27,24,28,24,27,4,99,6,97,6,48,49,63,11,73,16,75,6,28,25,49,2,1,0,0,6,73,0,73,60,26,We should maintain the current rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,34,Woman,"Between $150,000 and $199,999",Completed master’s degree,Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",California,City,Democrat,"No, I am NOT registered to vote",Joe Biden,No,Somewhat approve,FL_11|FL_10|FL_15|FL_16|FL_12|FL_14|FL_13,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 19:15:58,2023-10-27 19:22:00,IP Address,73.0.62.114,100,361,True,2023-10-27 19:22:01,R_3lv0gkCT7981FCh,,,,,26.1481,-80.2088,anonymous,EN,1,,0,0,,Yes,Yes,4AC2D07456B545ACB8F6D2550AAF4504,38,76,70,99,23,88,64,66,61,69,81,82,22,100,40,100,82,99,100,100,29,100,30,100,80,97,100,100,79,82,7,100,11,100,6,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",66,Woman,"Between $20,000 and $49,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Florida,City,Independent,"Yes, I am registered to vote","Did not vote in 2020, but was eligible to vote",Yes,Somewhat disapprove,FL_11|FL_14|FL_16|FL_13|FL_10|FL_12|FL_15,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,6-ExtremeIncomeInequality|4-Bias&Discrimination|5-Privacy,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,18-Extinction|17-CivilizationalCollapse|16-Dystopia
